"stop_name","line"
"Bremen Aumunder Heide","90E"
"Bremen Zum Donaufleet","90E"
"nan","90E"
"Bremen Betriebshof Blumenthal","90E"
"Neuenkirchen(Schwanewede) Marktplatz","90E"
"Bremen Fährer Kämpe","90E"
"Bremen Hohenesch","90E"
"Bremen Gerhard-Rohlfs-Straße","90E"
"Bremen Auf dem Flintacker","90E"
"Bremen Rönnebecker Straße","90E"
"Bremen Bahnhof Farge","90E"
"Bremen Schulzentrum Lerchenstraße","90E"
"Bremen Martinshof Aumund","90E"
"Bremen Sandkuhlenweg","90E"
"Bremen An der Lehmkuhle","90E"
"Bremen Neuenkirchener Weg","90E"
"Neuenkirchen(Schwanewede) Landwehr","90E"
"Neuenkirchen(Schwanewede) Vorbruch","90E"
"Bremen Köhlhorster Straße","90E"
"Bremen Wilhelm-Zöllig-Straße","90E"
"Bremen De Kreienbarg","90E"
"Bremen Buschdeel","90E"
"Bremen Bahnhof Blumenthal","90E"
"Bremen Bahnhof Kreinsloger","90E"
"Bremen Bahnhof Aumund","90E"
"Bremen An der Amtsweide","90E"
"Bremen Bahnhof Vegesack","90E"
"Bremen Bf Klinikum Bremen-Nord","90E"
"Bremen Vorberger Straße","90E"
"Bremen Fähre Farge","90E"
"Bremen-Blumenthal Markt","90E"
"Bremen Löhstraße","90E"
"Bremen Betonstraße","90E"
"Bremen Fähre Blumenthal","90E"
"Bremen Moorstücke","90E"
"Bremen Dillener Park","90E"
"Bremen Lerchenstraße","90E"
"Neuenkirchen(Schwanewede) Ahnten","90E"
"Bremen Am Bahnhof St. Magnus","91"
"Bremen Richthofenstraße","91"
"Bremen An Smidts Park","91"
"Bremen-Blumenthal Markt","91"
"Bremen-Burg(Bus)","91"
"Bremen Taunusstraße","91"
"Bremen Grohn-Markt","91"
"Bremen Gustav-Heinemann-Bürgerhaus","91"
"Bremen Rönnebecker Straße","91"
"Bremen Eggestedter Straße","91"
"Bremen Ermlandstraße","91"
"Bremen Holthorster Weg","91"
"Bremen Fährgrund","91"
"Bremen Schönebecker Straße","91"
"Bremen Burger Dorfstraße","91"
"Bremen Auf dem Krümpel","91"
"Bremen Margaretenallee","91"
"Bremen Vereinsstraße","91"
"Bremen Wätjens Park","91"
"Bremen Lesum Park","91"
"Bremen Bahnhof Vegesack","91"
"Bremen Oslebshauser Landstraße","91"
"Bremen Auf den Delben","91"
"Bremen Blumenkamp","91"
"Bremen Bahnhof Kreinsloger","91"
"Bremen Neuenkirchener Weg","91"
"Bremen Am Geestkamp","91"
"Bremen Bahnhof Blumenthal","91"
"Bremen Fähre Blumenthal","91"
"Bremen Bahnhof Schönebeck","91"
"Bremen Stehnckenshoff","91"
"Bremen Hüttenhafen","91"
"Bremen-Lesum Kirche","91"
"Bremen Riedemannstraße","91"
"Bremen Buschdeel/Wendeplatz","91"
"Bremen Köhlhorster Straße","91"
"Bremen An der Lehmkuhle","91"
"Bremen Gerhard-Rohlfs-Straße","91"
"Bremen Finkenschlag","91"
"Bremen Bremer Vulkan","91"
"Bremen Am Fillerkamp","91"
"Bremen Gröpelingen","91"
"Bremen Stahlwerk Tor 1","91"
"Bremen Zum Donaufleet","91"
"Bremen Stader Landstraße","91"
"Bremen Togostraße","91"
"Bremen Tannenhof","91"
"Bremen Bahnhof Turnerstraße","91"
"Bremen Vorberger Straße","91"
"Bremen Seefahrtstraße","91"
"Bremen Rönnebecker Straße","92"
"Bremen Eggestedter Straße","92"
"Bremen Oslebshauser Landstraße","92"
"Bremen Am Geestkamp","92"
"Bremen Bahnhof Blumenthal","92"
"Bremen Bremer Vulkan","92"
"Bremen Gustav-Heinemann-Bürgerhaus","92"
"Bremen-Burg(Bus)","92"
"Bremen Fährgrund","92"
"Bremen Wätjens Park","92"
"Bremen Bahnhof Turnerstraße","92"
"Bremen Bahnhof Schönebeck","92"
"Bremen Riedemannstraße","92"
"Bremen Gerhard-Rohlfs-Straße","92"
"Bremen Vorberger Straße","92"
"Bremen Burger Dorfstraße","92"
"Bremen Zum Donaufleet","92"
"Bremen Bahnhof Kreinsloger","92"
"Bremen Vereinsstraße","92"
"Bremen Gröpelingen","92"
"Bremen Auf dem Krümpel","92"
"Bremen Burgdammer Postweg","92"
"Bremen Goldbergplatz","92"
"Bremen Am Heidbergstift","92"
"Bremen Margaretenallee","92"
"Bremen Ermlandstraße","92"
"Bremen Holthorster Weg","92"
"Bremen-Blumenthal Markt","92"
"Bremen Stahlwerk Tor 1","92"
"Bremen Am Fillerkamp","92"
"Bremen Hüttenhafen","92"
"Bremen Bahnhof Vegesack","92"
"Bremen An Smidts Park","92"
"Bremen Tannenhof","92"
"Bremen Köhlhorster Straße","92"
"Bremen Lesum Park","92"
"Bremen Auf den Delben","92"
"Bremen Buschdeel/Wendeplatz","92"
"Bremen Rotdornallee","92"
"Bremen Neuenkirchener Weg","92"
"Bremen Am Bahnhof St. Magnus","92"
"Bremen An der Lehmkuhle","92"
"Bremen Togostraße","92"
"Bremen Fähre Blumenthal","92"
"Bremen Stader Landstraße","92"
"Bremen Marßel","93"
"Bremen Burgdammer Ring","93"
"Bremen DIAKO Bremen","93"
"Bremen Stockholmer Straße","93"
"Bremen Mittelsbürener Landstraße","93"
"Bremen Beckers Barg","93"
"Bremen Am Fuchsberg","93"
"Bremen Helsingborger Straße","93"
"Bremen Karl-Bröger-Straße","93"
"Bremen Am Geestkamp","93"
"Bremen Ritterhuder Heerstraße","93"
"Bremen Von-Ossietzky-Straße","93"
"Bremen Stader Landstraße","93"
"Bremen Gröpelingen","93"
"Bremen Upsalastraße","93"
"Bremen Dohlenstraße","93"
"Bremen An Smidts Park","93"
"Bremen-Burg(Bus)","93"
"Bremen Burger Dorfstraße","93"
"Schwanewede Zum Marktplatz","94"
"Bremen Upsalastraße","94"
"Bremen Beckers Barg","94"
"Schwanewede Landhaus Schwanewede","94"
"Bremen Knoops Park","94"
"Bremen Richthofenstraße","94"
"Bremen Stockholmer Straße","94"
"Schwanewede Insterburger Weg","94"
"Bremen Rastenburger Straße","94"
"Bremen Bf Klinikum Bremen-Nord","94"
"Bremen Auf dem Pasch","94"
"Bremen Margaretenallee","94"
"Bremen Am Kapellenberg","94"
"Bremen Hegeweg","94"
"Schwanewede Dreienkamp","94"
"Bremen Steenkuhlenweg","94"
"Bremen Vereinsstraße","94"
"Bremen Finkenschlag","94"
"Bremen Seefahrtstraße","94"
"Schwanewede Molkereiweg","94"
"Bremen-Burg(Bus)","94"
"Bremen Stehnckenshoff","94"
"Bremen-Lesum Kirche","94"
"Bremen Gustav-Heinemann-Bürgerhaus","94"
"Schwanewede Eichengrund","94"
"Bremen Bremer Vulkan","94"
"Bremen Helsingborger Straße","94"
"Schwanewede Am Markt","94"
"Bremen Grohn-Markt","94"
"Bremen Landrat-Berthold-Straße","94"
"Bremen Aumunder Heide","94"
"Bremen Bockhorner Weg","94"
"Bremen Burgdammer Ring","94"
"Bremen Stader Landstraße","94"
"Bremen Gerhard-Rohlfs-Straße","94"
"Schwanewede Schützenweg","94"
"Bremen Wätjens Park","94"
"Schwanewede Hospitalstraße","94"
"Bremen Schönebecker Straße","94"
"Bremen Taunusstraße","94"
"Bremen Martin-Luther-Straße","94"
"Schwanewede Am Spreeken","94"
"Bremen Bahnhof Blumenthal","94"
"nan","94"
"Bremen Ringofenstraße","94"
"Bremen Bahnhof Vegesack","94"
"Bremen Marßel","94"
"Bremen Fährgrund","94"
"Bremen Hohenbuchener Straße","94"
"Bremen Betriebshof Blumenthal","95"
"Bremen Köhlhorster Straße","95"
"Bremen Löhstraße","95"
"Bremen Bf Klinikum Bremen-Nord","95"
"Bremen Bahnhof Aumund","95"
"Bremen Eggestedter Straße","95"
"Bremen Vorberger Straße","95"
"Bremen Fährer Kämpe","95"
"Bremen Bahnhof Blumenthal","95"
"Bremen Wasserturm","95"
"Bremen Gerhard-Rohlfs-Straße","95"
"Bremen Besanstraße","95"
"Bremen Neuenkirchener Weg","95"
"Bremen Blumenhorster Straße","95"
"Bremen Hakenwehrstraße","95"
"Bremen Gustav-Heinemann-Bürgerhaus","95"
"Bremen Aumunder Heide","95"
"Bremen Fresenbergstraße","95"
"Bremen Bahnhof Vegesack","95"
"Bremen An der Lehmkuhle","95"
"Bremen An der Lehmkuhle","96"
"Bremen Wasserturm","96"
"Bremen Hakenwehrstraße","96"
"Bremen Am Fillerkamp","96"
"Bremen Neuenkirchener Weg","96"
"Bremen Eggestedter Straße","96"
"Bremen Bahnhof Blumenthal","96"
"Bremen Ermlandstraße","96"
"Bremen Besanstraße","96"
"Bremen Betriebshof Blumenthal","96"
"Bremen Fresenbergstraße","96"
"Bremen Vorberger Straße","96"
"Bremen Köhlhorster Straße","96"
"Bremen Ziegeleiweg","98"
"Bremen Ascherfeld","98"
"Bremen Machandelweg","98"
"Bremen Bahnhof Vegesack","98"
"Bremen Aumunder Kirche","98"
"Bremen Martinsheide","98"
"Bremen Kaspar-Ohm-Straße","98"
"Bremen Dobbheide","98"
"Bremen Gerhard-Rohlfs-Straße","98"
"Bremen Borchsholt","98"
"Bremen Herbartstraße","98"
"Bremen Vorlöhnhorster Weg","98"
"Bremen Rembertistraße","E"
"Bremen Wilhelm-Kaisen-Brücke","E"
"Bremen Westerstraße","E"
"Bremen Am Wall","E"
"Bremen Domsheide","E"
"Bremen Am Brill (Bgm.-Smidt-Straße)","E"
"Bremen Hauptbahnhof","E"
"Bremen Am Neuen Markt","E"
"Bremen Duckwitzstraße","N1"
"Bremen Neuenlander Straße","N1"
"Bremen Hochschule Bremen","N1"
"Bremen Gastfeldstraße","N1"
"Bremen Kurt-Huber-Straße","N1"
"Bremen Solinger Straße","N1"
"Bremen Roland-Center","N1"
"Bremen Engadiner Straße","N1"
"Bremen Dietrich-Bonhoeffer-Straße","N1"
"Bremen Osterholzer Landstraße","N1"
"Bremen Carl-Goerdeler-Straße","N1"
"Bremen Wilhelm-Leuschner-Straße","N1"
"Bremen Mülheimer Straße","N1"
"Bremen Kirchbachstraße","N1"
"Bremen Kurfürstenallee","N1"
"Bremen Teneverstraße","N1"
"Bremen Neuwieder Straße","N1"
"Bremen Rembertistraße","N1"
"Bremen Norderländer Straße","N1"
"Bremen St. Joseph-Stift","N1"
"Bremen Julius-Brecht-Allee","N1"
"Bremen Wilhelm-Kaisen-Brücke","N1"
"Bremen Schleiermacherstraße","N1"
"Bremen Bardenflethstraße","N1"
"Bremen Ellenerbrokstraße","N1"
"Bremen Schüsselkorb","N1"
"Bremen Weserpark-Süd","N1"
"Bremen Schweizer Eck","N1"
"Bremen Düsseldorfer Straße","N1"
"Bremen Am Dobben","N1"
"Bremen Werner-Steenken-Straße","N1"
"Bremen Domsheide","N1"
"Bremen Westerstraße","N1"
"Bremen Erkelenzer Straße","N1"
"Bremen Berliner Freiheit","N1"
"Bremen Polizeipräsidium","N1"
"Bremen Barbarossastraße","N1"
"Bremen Weserpark","N1"
"Bremen Am Brill (Bgm.-Smidt-Straße)","N1"
"Bremen Hauptbahnhof","N1"
"Bremen Herdentor","N1"
"Bremen Bf Mahndorf","N1"
"Bremen Theater am Leibnizplatz","N1"
"Bremen Pappelstraße","N1"
"Bremen Parkstraße","N1"
"Bremen Metzer Straße","N1"
"Bremen Tenever-Zentrum","N1"
"Bremen Graubündener Straße","N1"
"Bremen BSAG-Zentrum","N1"
"Bremen Am Wall","N1"
"Bremen Hollerallee","N1"
"Bremen Nußhorn","N1"
"Bremen Ludwig-Quidde-Straße","N10"
"Bremen Gröpelingen","N10"
"Bremen Moorstraße","N10"
"Bremen Doventorsteinweg","N10"
"Bremen Föhrenstraße","N10"
"Bremen Rembertistraße","N10"
"Bremen Hauptbahnhof","N10"
"Bremen Bei den Drei Pfählen","N10"
"Bremen Wartburgstraße","N10"
"Bremen Utbremer Straße","N10"
"Bremen Lindenhofstraße","N10"
"Bremen Sebaldsbrück (Bus+Tram)","N10"
"Bremen St.-Jürgen-Straße","N10"
"Bremen Humboldtstraße","N10"
"Bremen Sielwall","N10"
"Bremen Hansestraße","N10"
"Bremen Bahnhof Sebaldsbrück","N10"
"Bremen Altenescher Straße","N10"
"Bremen Waller Friedhof","N10"
"Bremen Daniel-von-Büren-Straße","N10"
"Bremen Trinidadstraße","N10"
"Bremen Malerstraße","N10"
"Bremen Haferkamp","N10"
"Bremen Am Dobben","N10"
"Bremen Bennigsenstraße","N10"
"Bremen Gustavstraße","N10"
"Bremen Schloßparkstraße","N10"
"Bremen Waller Straße","N10"
"Bremen Am Hulsberg","N10"
"Bremen Falkenstraße","N10"
"Bremen Bahnhof Walle","N10"
"Bremen Brunnenstraße","N10"
"Bremen Rechtenflether Straße","N3"
"Bremen Woltmershauser Friedhof","N3"
"Bremen Am Heiddamm","N3"
"Bremen Hauptbahnhof","N3"
"Bremen Modersohnweg","N3"
"Bremen Oewerweg","N3"
"Bremen Bulthauptstraße","N3"
"Bremen Am Stern","N3"
"Bremen Beim Kleinen Tagwerk","N3"
"Bremen Schorf","N3"
"Bremen Wildeshauser Straße","N3"
"Bremen Schevemoorer Landstraße","N3"
"Bremen Lachmundsdamm","N3"
"Bremen Hauptbahnhof-Nord/Messe","N3"
"Bremen Klinikum Bremen-Ost","N3"
"Bremen Am Hallacker","N3"
"Bremen Am Großen Kuhkamp","N3"
"Bremen Lise-Meitner-Straße","N3"
"Bremen Schweizer Eck","N3"
"Bremen Apfelallee","N3"
"Bremen Bahnhof Neustadt","N3"
"Bremen Am Neuen Markt","N3"
"Bremen Vorstraße","N3"
"Bremen Rablinghausen","N3"
"Bremen Wilhelm-Kaisen-Brücke","N3"
"Bremen Akazienstraße","N3"
"Bremen Bakeweg","N3"
"Bremen Bahnhof Oberneuland","N3"
"Bremen Beim Bohnenhof","N3"
"Bremen Emmastraße/Bürgerpark","N3"
"Bremen Horner Mühle","N3"
"Bremen Simon-Hermann-Post-Weg","N3"
"Bremen Crüsemannallee","N3"
"Bremen Berufsbildungswerk","N3"
"Bremen Universität-Süd","N3"
"Bremen Brahmsstraße","N3"
"Bremen Westerstraße","N3"
"Bremen Poggenburg","N3"
"Bremen Hohentorsplatz","N3"
"Bremen Egestorff-Stiftung","N3"
"Bremen Rockwinkeler Heerstraße","N3"
"Bremen Bf Mahndorf","N3"
"Bremen Munte","N3"
"Bremen Am Siek","N3"
"Bremen Mühlenfeldstraße","N3"
"Bremen Huder Straße","N3"
"Bremen Heinz-Hinners-Platz","N3"
"Bremen Domsheide","N3"
"Bremen Schüsselkorb","N3"
"Bremen Am Hahnenkamp","N3"
"Bremen Herdentor","N3"
"Bremen Wiener Straße","N3"
"Bremen Helmer","N3"
"Bremen Osterholzer Landstraße","N3"
"Bremen Heiligenbergstraße","N3"
"Bremen Stromer Straße","N3"
"Bremen Busestraße/Bürgerpark","N3"
"Bremen Dötlinger Straße","N3"
"Bremen Parkallee","N3"
"Bremen Roccoweg","N3"
"Bremen Osterholzer Möhlendamm","N3"
"Bremen Wilhelm-Röntgen-Straße","N3"
"Lilienthal Auf dem Kamp","N4"
"Bremen Polizeipräsidium","N4"
"Lilienthal Kutscher Behrens","N4"
"Bremen Daniel-Jacobs-Allee","N4"
"Bremen BSAG-Zentrum","N4"
"Bremen Schüsselkorb","N4"
"Bremen Heukämpendamm","N4"
"Bremen Huckelriede","N4"
"Bremen Borgfeld","N4"
"Bremen Berliner Freiheit","N4"
"Bremen Theater am Leibnizplatz","N4"
"Bremen Kattenturm-Mitte","N4"
"Bremen Kurt-Huber-Straße","N4"
"Bremen Schwankhalle","N4"
"Bremen Am Lehester Deich","N4"
"Bremen Hollerallee","N4"
"Bremen Rosenpfad","N4"
"Lilienthal Moorhauser Landstraße","N4"
"Bremen Kirchbachstraße","N4"
"Bremen Robert-Koch-Straße","N4"
"Bremen Julius-Brecht-Allee","N4"
"Lilienthal Schoofmoor","N4"
"Bremen Twiedelftsweg","N4"
"Bremen Vorstraße","N4"
"Bremen Werner-von-Siemens-Straße","N4"
"Bremen St. Joseph-Stift","N4"
"Bremen Domsheide","N4"
"Bremen Barbarossastraße","N4"
"Lilienthal","N4"
"Bremen Focke-Museum","N4"
"Lilienthal Truperdeich","N4"
"Bremen Hauptbahnhof","N4"
"Bremen Am Dammacker","N4"
"Bremen Arsten","N4"
"Bremen Metzer Straße","N4"
"Bremen Bürgermeister-Spitta-Allee","N4"
"Bremen Parkstraße","N4"
"Bremen Höger Weg","N4"
"Bremen Rembertistraße","N4"
"Bremen Klinikum Links der Weser","N4"
"Lilienthal Lilienthal-Mitte","N4"
"Bremen Herdentor","N4"
"Bremen Wilhelm-Leuschner-Straße","N4"
"Bremen Horner Mühle","N4"
"Bremen Am Dobben","N4"
"Bremen Schleiermacherstraße","N4"
"Bremen Carl-Goerdeler-Straße","N4"
"Lilienthal Feldhäuser Straße","N4"
"Bremen Kurfürstenallee","N4"
"Bremen Wilhelm-Kaisen-Brücke","N4"
"Bremen Peter-Henlein-Straße","N4"
"Bremen Kopernikusstraße","N4"
"Bremen Friedhofstraße","N4"
"Bremen Dietrich-Bonhoeffer-Straße","N4"
"Bremen Gastfeldstraße","N4"
"Lilienthal Trupe","N4"
"Bremen Kirchweg","N4"
"Bremen Sielhof","N4"
"Bremen Rotes-Kreuz-Krankenhaus","N4"
"nan","N4"
"Bremen Horn (Horner Kirche)","N4"
"Bremen Rennplatz","N5"
"Bremen Saarstraße","N5"
"Bremen Wilseder-Berg-Straße","N5"
"Bremen Friedrich-Karl-Straße","N5"
"Bremen Steubenstraße","N5"
"Bremen Nauheimer Straße","N5"
"Bremen Klinikum Bremen-Mitte","N5"
"Bremen Dobbenweg","N5"
"Bremen Stellichter Straße","N5"
"Bremen Wilhelm-Busch-Weg","N5"
"Bremen Im Holter Feld","N5"
"Bremen Christernstraße","N5"
"Bremen Georg-Gries-Straße","N5"
"Bremen Herdentor","N5"
"Bremen Sebaldsbrück (Bus+Tram)","N5"
"Bremen Domsheide","N5"
"Bremen Osterholzer Friedhof","N5"
"Bremen Eppenhainer Straße","N5"
"Bremen Müdener Straße","N5"
"Bremen Belmerstraße","N5"
"Bremen Kluvenhagener Straße","N5"
"Bremen Stresemannstraße","N5"
"Bremen Julius-Brecht-Allee","N5"
"Bremen Hauptbahnhof","N5"
"Bremen Schüsselkorb","N5"
"Bremen Marschstraße","N5"
"Bremen Hermann-Osterloh-Straße","N5"
"Bremen Hermann-Koenen-Straße","N5"
"Bremen Rembertistraße","N5"
"Bremen Colshornstraße","N5"
"Bremen Osterhop","N5"
"Bremen Heisiusstraße","N5"
"Bremen Stackkamp","N5"
"Bremen Stader Straße/Bismarckstraße","N5"
"Bremen Mercedes-Benz Tor 7","N5"
"Bremen Süntelstraße","N5"
"Bremen Sollingstraße","N5"
"Bremen Bf Mahndorf","N5"
"Bremen Schlengstraße","N5"
"Bremen Ruppertshainer Straße","N5"
"Bremen Mercedes-Benz Tor 8","N5"
"Bremen Brünsweg","N5"
"Bremen Hohenhorster Weg","N6"
"Bremen Willakedamm","N6"
"Bremen Am Sodenmatt","N6"
"Bremen Roland-Center","N6"
"Bremen Brüsseler Straße","N6"
"Bremen Delfter Straße","N6"
"Bremen Zum Huchtinger Bahnhof","N6"
"Bremen Rotterdamer Straße","N6"
"Bremen Obervielander Straße","N6"
"Bremen Harriersand","N6"
"Bremen Flämische Straße","N6"
"Bremen Hohenesch","N7"
"Bremen Wätjens Park","N7"
"Bremen Gröpelingen","N7"
"Bremen Auf dem Krümpel","N7"
"Bremen Bahnhof Blumenthal","N7"
"Bremen Dillener Park","N7"
"Bremen De Kreienbarg","N7"
"Bremen Hanfstraße","N7"
"nan","N7"
"Bremen Stockholmer Straße","N7"
"Neuenkirchen(Schwanewede) Vorbruch","N7"
"Bremen Rekumer Siel","N7"
"Bremen Wasserweg","N7"
"Bremen Hemmstraße","N7"
"Bremen Helsingborger Straße","N7"
"Bremen Bahnhof Schönebeck","N7"
"Bremen Zum Kränholm","N7"
"Bremen Tannenhof","N7"
"Bremen Holsteiner Straße","N7"
"Bremen Eggestedter Straße","N7"
"Bremen Am Geestkamp","N7"
"Bremen Marßel","N7"
"Bremen Wasserturm","N7"
"Bremen An Smidts Park","N7"
"Bremen Karl-Bröger-Straße","N7"
"Bremen Burger Dorfstraße","N7"
"Neuenkirchen(Schwanewede) Marktplatz","N7"
"Bremen Am Heidbergstift","N7"
"Bremen Hakenwehrstraße","N7"
"Bremen Fähre Farge","N7"
"Bremen Grasberger Straße","N7"
"Bremen Von-Ossietzky-Straße","N7"
"Bremen Waterfront (Use Akschen)","N7"
"Bremen Vor den Wischen","N7"
"Bremen Besanstraße","N7"
"Bremen Burgdammer Ring","N7"
"Bremen Bahnhof Kreinsloger","N7"
"Bremen Betonstraße","N7"
"Bremen An der Amtsweide","N7"
"Bremen Bahnhof Walle","N7"
"Bremen Eickedorfer Straße","N7"
"Bremen Am Bahnhof St. Magnus","N7"
"Bremen Stader Landstraße","N7"
"Bremen Vereinsstraße","N7"
"Bremen Rönnebecker Straße","N7"
"Bremen Wilhelm-Brandhorst-Straße","N7"
"Bremen Hauptbahnhof-Nord/Messe","N7"
"Bremen Bahnhof Farge","N7"
"Bremen Mittelsbürener Landstraße","N7"
"Neuenkirchen(Schwanewede) Ahnten","N7"
"Bremen Margaretenallee","N7"
"Bremen Utbremer Ring","N7"
"Bremen Fährgrund","N7"
"Bremen Waller Ring","N7"
"Bremen Emder Straße","N7"
"Bremen Fresenbergstraße","N7"
"Bremen Lange Reihe","N7"
"Bremen Gerhard-Rohlfs-Straße","N7"
"Bremen Am Fuchsberg","N7"
"Bremen Bahnhof Vegesack","N7"
"Bremen Ritterhuder Heerstraße","N7"
"Bremen Sandkuhlenweg","N7"
"Bremen Bremer Vulkan","N7"
"Bremen Burgdammer Postweg","N7"
"Bremen Bürgerpark","N7"
"Bremen Rotdornallee","N7"
"Bremen Betriebshof Blumenthal","N7"
"Bremen DIAKO Bremen","N7"
"Bremen Gustav-Heinemann-Bürgerhaus","N7"
"Bremen Buschdeel","N7"
"Neuenkirchen(Schwanewede) Landwehr","N7"
"Bremen Findorffallee","N7"
"Bremen Dohlenstraße","N7"
"Bremen Beckers Barg","N7"
"Bremen Dithmarscher Freiheit","N7"
"Bremen Holthorster Weg","N7"
"Bremen Hauptbahnhof","N7"
"Bremen-Burg(Bus)","N7"
"Bremen Bahnhof Lesum","N7"
"Bremen Moorstücke","N7"
"Bremen Fürther Straße","N7"
"Bremen Senator-Theil-Straße","N9"
"Bremen Arster Kirche","N9"
"Bremen Delmestraße","N9"
"Bremen August-Hinrichs-Straße","N9"
"Bremen Gottfried-Menken-Straße","N9"
"Bremen Kirchbachstraße","N9"
"Bremen Arsterdamm","N9"
"Bremen Huckelriede","N9"
"Bremen Brenningstraße","N9"
"Bremen Staustraße","N9"
"Bremen Gemeinschaftszentrum Obervieland","N9"
"Bremen In der Laake","N9"
"Bremen Habenhauser Brückenstraße","N9"
"Bremen Hermann-Helms-Straße","N9"
"Bremen Alfred-Faust-Straße","N9"
"Bremen Brandenburger Straße","N9"
"Bremen Willigstraße","N9"
"Bremen Neue Vahr Nord","N9"
"Bremen Schlehenweg","N9"
"Bremen Friedrich-Stampfer-Straße","N9"
"Bremen Loignystraße","N9"
"Bremen Kattenturm-Mitte","N9"
"Bremen Verdunstraße","N9"
"Bremen Kattenescher Weg","N9"
"Bremen August-Bebel-Allee","N9"
"Bremen St. Joseph-Stift","N9"
"Bremen Pappelstraße","N9"
"Bremen Piependamm","N9"
"Bremen Westerstraße","N9"
"Bremen Philipp-Scheidemann-Straße","N9"
"Bremen Otto-Braun-Straße","N9"
"Bremen Krimpelweg","N9"
"Bremen Wolfskuhlenweg","N9"
"Bremen Morsumer Straße","N9"
"Bremen Friedhof Huckelriede","N9"
"Bremen Arster Landstraße","N9"
"Bremen Hauptbahnhof-Nord/Messe","N9"
"Bremen Fontanestraße","N9"
"Bremen Carsten-Dreßler-Straße","N9"
"Bremen Hochschule Bremen","N9"
"Bremen Martin-Buber-Straße","N9"
"Bremen Stenumer Straße","N9"
"Bremen Friedrich-Engels-Straße","N9"
"Bremen Meyerstraße","N9"
"Bremen Heinrich-Hertz-Straße","N9"
"Bremen Kurfürstenallee","N9"
"Bremen Am Brill (Bgm.-Smidt-Straße)","N9"
"Bremen Am Wall","N9"
"Bremen Soester Straße","N9"
"Bremen Gastfeldstraße","N9"
"Bremen Am Stern","N9"
"Bremen Pfarrfeldsweg","N9"
"Bremen Fellendsweg","N9"
"Bremen Helene-Lange-Straße","N9"
"Bremen Hauptbahnhof","N9"
